name	F type	FIA type	FIB type	IncF RST
CP037248	F-	A-	B-	F-:A-:B-
CP037249	F-	A-	B-	F-:A-:B-
CP037250	F-	A-	B-	F-:A-:B-
CP037251	F-	A-	B-	F-:A-:B-
CP037252	F-	A-	B-	F-:A-:B-
CP037253	F-	A-	B-	F-:A-:B-
CP037254	F-	A-	B-	F-:A-:B-
CP037255	F-	A-	B-	F-:A-:B-
CP037256	F-	A-	B-	F-:A-:B-
CP037257	F-	A-	B-	F-:A-:B-
CP037258	F-	A-	B-	F-:A-:B-
CP037259	F-	A-	B-	F-:A-:B-
CP037260	F-	A-	B-	F-:A-:B-
CP037261	F-	A-	B-	F-:A-:B-
CP037262	F-	A-	B-	F-:A-:B-
CP037263	F-	A-	B-	F-:A-:B-
CP037264	F-	A-	B-	F-:A-:B-
CP037265	F-	A-	B-	F-:A-:B-
CP037266	F-	A-	B-	F-:A-:B-
CP037267	F-	A-	B-	F-:A-:B-
CP037268	F-	A-	B-	F-:A-:B-
CP037269	F-	A-	B-	F-:A-:B-
CP037270	F-	A-	B-	F-:A-:B-
CP037271	F-	A-	B-	F-:A-:B-
CP037272	F-	A-	B-	F-:A-:B-
CP037273	F-	A-	B-	F-:A-:B-
CP037274	F-	A-	B-	F-:A-:B-
CP037275	F-	A-	B-	F-:A-:B-
CP037276	F-	A-	B-	F-:A-:B-
CP037277	F-	A-	B-	F-:A-:B-
CP037278	F-	A-	B-	F-:A-:B-
CP037279	F-	A-	B-	F-:A-:B-
CP037280	F-	A-	B-	F-:A-:B-
CP037281	F-	A-	B-	F-:A-:B-
CP037282	F-	A-	B-	F-:A-:B-
CP037418	F-	A-	B-	F-:A-:B-
CP037419	F-	A-	B-	F-:A-:B-
CP037420	F-	A-	B-	F-:A-:B-
CP037425	F-	A-	B-	F-:A-:B-
CP037428	F-	A-	B-	F-:A-:B-
CP037430	F-	A-	B-	F-:A-:B-
CP037431	F-	A-	B-	F-:A-:B-
CP037432	F-	A-	B-	F-:A-:B-
CP037433	F-	A-	B-	F-:A-:B-
CP037434	F-	A-	B-	F-:A-:B-
CP037435	F-	A-	B-	F-:A-:B-
CP037436	F-	A-	B-	F-:A-:B-
CP037437	F-	A-	B-	F-:A-:B-
CP037438	F-	A-	B-	F-:A-:B-
CP037439	F-	A-	B-	F-:A-:B-
CP037442	F-	A-	B-	F-:A-:B-
CP037443	F-	A-	B-	F-:A-:B-
CP037445	F-	A-	B-	F-:A-:B-
CP037446	F-	A-	B-	F-:A-:B-
CP037447	F-	A-	B-	F-:A-:B-
CP037448	F-	A-	B-	F-:A-:B-
CP037453	F-	A-	B-	F-:A-:B-
CP037454	F-	A-	B-	F-:A-:B-
CP037455	F-	A-	B-	F-:A-:B-
CP037456	F-	A-	B-	F-:A-:B-
CP037457	F-	A-	B-	F-:A-:B-
CP037458	F-	A-	B-	F-:A-:B-
CP037459	F-	A-	B-	F-:A-:B-
CP037460	F-	A-	B-	F-:A-:B-
CP037461	F-	A-	B-	F-:A-:B-
CP037462	F-	A-	B-	F-:A-:B-
CP037463	F-	A-	B-	F-:A-:B-
CP037464	F-	A-	B-	F-:A-:B-
CP037465	F-	A-	B-	F-:A-:B-
CP037466	F-	A-	B-	F-:A-:B-
CP037467	F-	A-	B-	F-:A-:B-
CP037468	F-	A-	B-	F-:A-:B-
CP037469	F-	A-	B-	F-:A-:B-
CP037470	F-	A-	B-	F-:A-:B-
CP037472	F-	A-	B-	F-:A-:B-
CP037473	F-	A-	B-	F-:A-:B-
CP037474	F-	A-	B-	F-:A-:B-
CP037475	F-	A-	B-	F-:A-:B-
CP037476	F-	A-	B-	F-:A-:B-
CP037477	F-	A-	B-	F-:A-:B-
CP037478	F-	A-	B-	F-:A-:B-
CP037479	F-	A-	B-	F-:A-:B-
CP037480	F-	A-	B-	F-:A-:B-
CP037481	F-	A-	B-	F-:A-:B-
CP037482	F-	A-	B-	F-:A-:B-
CP037483	F-	A-	B-	F-:A-:B-
CP037484	F-	A-	B-	F-:A-:B-
CP037485	F-	A-	B-	F-:A-:B-
CP037486	F-	A-	B-	F-:A-:B-
CP037487	F-	A-	B-	F-:A-:B-
CP037488	F-	A-	B-	F-:A-:B-
CP037489	F-	A-	B-	F-:A-:B-
CP037490	F-	A-	B-	F-:A-:B-
CP037491	F-	A-	B-	F-:A-:B-
CP037492	F-	A-	B-	F-:A-:B-
CP037493	F-	A-	B-	F-:A-:B-
CP037494	F-	A-	B-	F-:A-:B-
CP037495	F-	A-	B-	F-:A-:B-
CP037496	F-	A-	B-	F-:A-:B-
CP037497	F-	A-	B-	F-:A-:B-
CP037498	F-	A-	B-	F-:A-:B-
CP037499	F-	A-	B-	F-:A-:B-
CP037500	F-	A-	B-	F-:A-:B-
CP037501	F-	A-	B-	F-:A-:B-
CP037502	F-	A-	B-	F-:A-:B-
CP037503	F-	A-	B-	F-:A-:B-
CP037504	F-	A-	B-	F-:A-:B-
CP037505	F-	A-	B-	F-:A-:B-
CP037506	F-	A-	B-	F-:A-:B-
CP037507	F-	A-	B-	F-:A-:B-
CP037508	F-	A-	B-	F-:A-:B-
CP037509	F-	A-	B-	F-:A-:B-
CP037510	F-	A-	B-	F-:A-:B-
CP037511	F-	A-	B-	F-:A-:B-
CP037512	F-	A-	B-	F-:A-:B-
CP037513	F-	A-	B-	F-:A-:B-
CP037514	F-	A-	B-	F-:A-:B-
CP037515	F-	A-	B-	F-:A-:B-
CP037516	F-	A-	B-	F-:A-:B-
CP037517	F-	A-	B-	F-:A-:B-
CP037518	F-	A-	B-	F-:A-:B-
CP037519	F-	A-	B-	F-:A-:B-
CP037520	F-	A-	B-	F-:A-:B-
CP037521	F-	A-	B-	F-:A-:B-
CP037522	F-	A-	B-	F-:A-:B-
CP037523	F-	A-	B-	F-:A-:B-
CP037524	F-	A-	B-	F-:A-:B-
CP037525	F-	A-	B-	F-:A-:B-
CP037526	F-	A-	B-	F-:A-:B-
CP037527	F-	A-	B-	F-:A-:B-
CP037735	F-	A-	B-	F-:A-:B-
CP037736	F-	A-	B70?	F-:A-:B70?
CP037737	F-	A-	B-	F-:A-:B-
CP037738	F-	A-	B-	F-:A-:B-
CP037739	F-	A-	B-	F-:A-:B-
CP037740	F-	A-	B-	F-:A-:B-
CP037741	F-	A-	B-	F-:A-:B-
CP037743	F-	A-	B-	F-:A-:B-
CP037748	F-	A-	B-	F-:A-:B-
CP037749	F-	A-	B-	F-:A-:B-
CP037862	F-	A-	B-	F-:A-:B-
CP037863	F-	A-	B-	F-:A-:B-
CP037868	F-	A-	B-	F-:A-:B-
CP037884	F-	A-	B-	F-:A-:B-
CP037885	F-	A-	B-	F-:A-:B-
CP037886	F-	A-	B-	F-:A-:B-
CP037887	F-	A-	B-	F-:A-:B-
CP037888	F-	A-	B-	F-:A-:B-
CP037889	F-	A-	B-	F-:A-:B-
CP037896	F-	A-	B-	F-:A-:B-
CP037897	F-	A-	B-	F-:A-:B-
CP037902	F-	A-	B-	F-:A-:B-
CP037905	F-	A-	B-	F-:A-:B-
CP037906	F-	A-	B-	F-:A-:B-
CP037907	F-	A-	B-	F-:A-:B-
CP037908	F-	A-	B-	F-:A-:B-
CP037909	F-	A-	B-	F-:A-:B-
CP037911	F-	A8	B-	F-:A8:B-
CP037914	F-	A-	B-	F-:A-:B-
CP037915	F-	A-	B-	F-:A-:B-
CP037916	F-	A-	B-	F-:A-:B-
CP037921	F-	A-	B-	F-:A-:B-
CP037935	F-	A-	B-	F-:A-:B-
CP037936	F-	A-	B-	F-:A-:B-
CP037937	F-	A-	B-	F-:A-:B-
CP037938	F-	A-	B-	F-:A-:B-
CP037944	F-	A-	B11	F-:A-:B11
CP037946	F-	A-	B11	F-:A-:B11
CP037958	F-	A-	B-	F-:A-:B-
CP037959	F-	A-	B-	F-:A-:B-
CP037965	F-	A-	B-	F-:A-:B-
CP037967	F-	A-	B-	F-:A-:B-
CP037994	F-	A-	B-	F-:A-:B-
CP037995	F-	A-	B-	F-:A-:B-
CP037998	F-	A-	B-	F-:A-:B-
CP037999	F-	A-	B-	F-:A-:B-
CP038000	F-	A-	B-	F-:A-:B-
CP038005	F-	A-	B-	F-:A-:B-
CP038006	F-	A-	B-	F-:A-:B-
CP038010	F-	A-	B-	F-:A-:B-
CP038011	F-	A-	B-	F-:A-:B-
CP038016	F-	A-	B-	F-:A-:B-
CP038019	F-	A-	B-	F-:A-:B-
CP038023	F-	A-	B-	F-:A-:B-
CP038024	F-	A-	B-	F-:A-:B-
CP038025	F-	A-	B-	F-:A-:B-
CP038031	F-	A-	B-	F-:A-:B-
CP038032	F-	A-	B-	F-:A-:B-
CP038103	F-	A-	B-	F-:A-:B-
CP038104	F-	A-	B-	F-:A-:B-
CP038105	F-	A-	B-	F-:A-:B-
CP038139	F-	A-	B-	F-:A-:B-
CP038140	F-	A18	B-	F-:A18:B-
CP038142	F-	A-	B-	F-:A-:B-
CP038144	F-	A-	B-	F-:A-:B-
CP038146	F-	A-	B-	F-:A-:B-
CP038154	F-	A-	B-	F-:A-:B-
CP038162	F-	A-	B-	F-:A-:B-
CP038165	F-	A-	B-	F-:A-:B-
CP038167	F-	A-	B-	F-:A-:B-
CP038169	F-	A-	B-	F-:A-:B-
CP038171	F-	A-	B-	F-:A-:B-
CP038173	F-	A-	B-	F-:A-:B-
CP038175	F-	A-	B-	F-:A-:B-
CP038176	F-	A-	B-	F-:A-:B-
CP038181	F-	A-	B-	F-:A-:B-
CP038232	F-	A-	B-	F-:A-:B-
CP038235	F-	A-	B-	F-:A-:B-
CP038236	F-	A-	B-	F-:A-:B-
CP038237	F-	A-	B-	F-:A-:B-
CP038238	F-	A-	B-	F-:A-:B-
CP038239	F-	A-	B-	F-:A-:B-
CP038240	F-	A-	B-	F-:A-:B-
CP038257	F-	A-	B-	F-:A-:B-
CP038259	F-	A-	B-	F-:A-:B-
CP038260	F-	A-	B-	F-:A-:B-
CP038261	F-	A-	B-	F-:A-:B-
CP038263	F-	A-	B-	F-:A-:B-
CP038264	F-	A-	B-	F-:A-:B-
CP038265	F-	A-	B-	F-:A-:B-
CP038272	F-	A-	B-	F-:A-:B-
CP038274	F-	A-	B-	F-:A-:B-
CP038275	F-	A22*	B-	F-:A22*:B-
CP038277	F-	A-	B-	F-:A-:B-
CP038278	F-	A-	B-	F-:A-:B-
CP038279	F-	A-	B-	F-:A-:B-
CP038280	F-	A-	B-	F-:A-:B-
CP038454	F-	A-	B-	F-:A-:B-
CP038456	F-	A-	B-	F-:A-:B-
CP038457	F-	A-	B-	F-:A-:B-
CP038458	F-	A-	B-	F-:A-:B-
CP038459	F-	A-	B-	F-:A-:B-
CP038464	F-	A-	B-	F-:A-:B-
CP038466	F-	A-	B-	F-:A-:B-
CP038468	F-	A-	B-	F-:A-:B-
CP038501	F-	A-	B-	F-:A-:B-
CP038502	F-	A-	B-	F-:A-:B-
CP038503	F-	A-	B-	F-:A-:B-
CP038506	F-	A-	B-	F-:A-:B-
CP038508	F-	A-	B-	F-:A-:B-
CP038509	F-	A-	B-	F-:A-:B-
CP038592	F-	A-	B-	F-:A-:B-
CP038594	F-	A-	B-	F-:A-:B-
CP038596	F-	A-	B-	F-:A-:B-
CP038597	F-	A-	B-	F-:A-:B-
CP038598	F-	A-	B-	F-:A-:B-
CP038599	F-	A-	B-	F-:A-:B-
CP038600	F-	A-	B-	F-:A-:B-
CP038602	F-	A-	B-	F-:A-:B-
CP038603	F-	A-	B-	F-:A-:B-
CP038605	F-	A-	B-	F-:A-:B-
CP038606	F-	A-	B-	F-:A-:B-
CP038607	F-	A-	B-	F-:A-:B-
CP038609	F-	A-	B-	F-:A-:B-
CP038610	F-	A-	B-	F-:A-:B-
CP038611	F-	A-	B-	F-:A-:B-
CP038614	F-	A-	B-	F-:A-:B-
CP038615	F-	A-	B-	F-:A-:B-
CP038616	F-	A-	B-	F-:A-:B-
CP038617	F-	A-	B-	F-:A-:B-
CP038618	F-	A-	B-	F-:A-:B-
CP038619	F-	A-	B-	F-:A-:B-
CP038620	F-	A-	B-	F-:A-:B-
CP038621	F-	A-	B-	F-:A-:B-
CP038622	F-	A-	B-	F-:A-:B-
CP038623	F-	A-	B-	F-:A-:B-
CP038624	F-	A-	B-	F-:A-:B-
CP038625	F-	A-	B-	F-:A-:B-
CP038626	F-	A-	B-	F-:A-:B-
CP038627	F-	A-	B-	F-:A-:B-
CP038628	F-	A-	B-	F-:A-:B-
CP038629	F-	A-	B-	F-:A-:B-
CP038630	F-	A-	B-	F-:A-:B-
CP038637	F-	A-	B-	F-:A-:B-
CP038638	F-	A-	B-	F-:A-:B-
CP038640	F-	A-	B-	F-:A-:B-
CP038643	F-	A-	B-	F-:A-:B-
CP038645	F-	A-	B-	F-:A-:B-
CP038646	F-	A-	B-	F-:A-:B-
CP038647	F-	A-	B-	F-:A-:B-
CP038648	F-	A-	B-	F-:A-:B-
CP038649	F-	A-	B-	F-:A-:B-
CP038650	F-	A-	B-	F-:A-:B-
CP038651	F-	A-	B-	F-:A-:B-
CP038652	F-	A-	B-	F-:A-:B-
CP038654	F-	A-	B-	F-:A-:B-
CP038655	F-	A-	B-	F-:A-:B-
CP038657	F-	A-	B-	F-:A-:B-
CP038659	F-	A-	B-	F-:A-:B-
CP038660	F-	A-	B-	F-:A-:B-
CP038793	F-	A-	B-	F-:A-:B-
CP038794	F-	A-	B-	F-:A-:B-
CP038795	F-	A-	B-	F-:A-:B-
CP038818	F-	A-	B-	F-:A-:B-
CP038851	F-	A-	B-	F-:A-:B-
CP038855	F-	A-	B-	F-:A-:B-
CP038858	F-	A-	B-	F-:A-:B-
CP038863	F-	A-	B-	F-:A-:B-
CP038864	F-	A-	B-	F-:A-:B-
CP038866	F-	A-	B-	F-:A-:B-
CP038867	F-	A-	B-	F-:A-:B-
CP039024	F-	A-	B-	F-:A-:B-
CP039026	F-	A-	B-	F-:A-:B-
CP039027	F-	A-	B-	F-:A-:B-
CP039029	F-	A-	B-	F-:A-:B-
CP039030	F-	A-	B-	F-:A-:B-
CP039158	F-	A-	B-	F-:A-:B-
CP039159	F-	A-	B-	F-:A-:B-
CP039161	F-	A-	B-	F-:A-:B-
CP039163	F-	A-	B-	F-:A-:B-
CP039165	F-	A-	B-	F-:A-:B-
CP039166	F-	A-	B-	F-:A-:B-
CP039168	F-	A-	B-	F-:A-:B-
CP039170	F-	A-	B-	F-:A-:B-
CP039260	F-	A-	B-	F-:A-:B-
CP039271	F-	A-	B-	F-:A-:B-
CP039272	F-	A-	B-	F-:A-:B-
CP039273	F-	A-	B-	F-:A-:B-
CP039274	F-	A-	B-	F-:A-:B-
CP039275	F-	A-	B-	F-:A-:B-
CP039276	F-	A-	B-	F-:A-:B-
CP039278	F-	A-	B-	F-:A-:B-
CP039280	F-	A-	B-	F-:A-:B-
CP039281	F-	A-	B-	F-:A-:B-
CP039282	F-	A-	B-	F-:A-:B-
CP039285	F-	A-	B-	F-:A-:B-
CP039286	F-	A-	B-	F-:A-:B-
CP039299	F-	A-	B-	F-:A-:B-
CP039300	F-	A-	B-	F-:A-:B-
CP039301	F-	A-	B-	F-:A-:B-
CP039302	F-	A-	B-	F-:A-:B-
CP039304	F-	A-	B-	F-:A-:B-
CP039305	F-	A-	B-	F-:A-:B-
CP039306	F-	A-	B-	F-:A-:B-
CP039307	F-	A-	B-	F-:A-:B-
CP039308	F-	A-	B-	F-:A-:B-
CP039309	F-	A-	B-	F-:A-:B-
CP039310	F-	A-	B-	F-:A-:B-
CP039314	F-	A-	B-	F-:A-:B-
CP039315	F-	A-	B-	F-:A-:B-
CP039316	F-	A-	B-	F-:A-:B-
CP039317	F-	A-	B-	F-:A-:B-
CP039319	F-	A-	B-	F-:A-:B-
CP039322	F-	A-	B-	F-:A-:B-
CP039323	F-	A-	B-	F-:A-:B-
CP039324	F-	A-	B-	F-:A-:B-
CP039325	F-	A-	B-	F-:A-:B-
CP039326	F-	A-	B-	F-:A-:B-
CP039328	F-	A-	B-	F-:A-:B-
CP039329	F-	A-	B-	F-:A-:B-
CP039330	F-	A-	B-	F-:A-:B-
CP039342	F-	A-	B-	F-:A-:B-
CP039344	F-	A-	B-	F-:A-:B-
CP039372	F-	A-	B-	F-:A-:B-
CP039379	F-	A-	B-	F-:A-:B-
CP039394	F-	A-	B-	F-:A-:B-
CP039395	F-	A-	B-	F-:A-:B-
CP039397	F-	A-	B-	F-:A-:B-
CP039398	F-	A-	B-	F-:A-:B-
CP039399	F-	A-	B-	F-:A-:B-
CP039400	F-	A-	B-	F-:A-:B-
CP039425	F-	A-	B-	F-:A-:B-
CP039426	F-	A-	B-	F-:A-:B-
CP039430	F-	A-	B-	F-:A-:B-
CP039431	F-	A-	B-	F-:A-:B-
CP039433	F-	A-	B-	F-:A-:B-
CP039449	F-	A-	B-	F-:A-:B-
CP039450	F-	A-	B-	F-:A-:B-
CP039454	F-	A-	B-	F-:A-:B-
CP039461	F-	A-	B-	F-:A-:B-
CP039475	F-	A-	B-	F-:A-:B-
CP039490	F-	A-	B-	F-:A-:B-
CP039495	F-	A-	B-	F-:A-:B-
CP039505	F-	A-	B-	F-:A-:B-
CP039506	F-	A-	B-	F-:A-:B-
CP039507	F-	A-	B-	F-:A-:B-
CP039508	F-	A-	B-	F-:A-:B-
CP039510	F-	A-	B-	F-:A-:B-
CP039511	F-	A-	B-	F-:A-:B-
CP039514	F-	A-	B-	F-:A-:B-
CP039515	F-	A-	B-	F-:A-:B-
CP039519	F-	A-	B-	F-:A-:B-
CP039521	F-	A-	B-	F-:A-:B-
CP039559	F-	A8	B-	F-:A8:B-
CP039562	F-	A-	B-	F-:A-:B-
CP039563	F-	A-	B-	F-:A-:B-
CP039570	F-	A-	B-	F-:A-:B-
CP039571	F-	A-	B-	F-:A-:B-
CP039573	F-	A-	B-	F-:A-:B-
CP039574	F-	A-	B-	F-:A-:B-
CP039575	F-	A-	B-	F-:A-:B-
CP039578	F-	A-	B-	F-:A-:B-
CP039581	F-	A-	B-	F-:A-:B-
CP039584	F-	A-	B-	F-:A-:B-
CP039587	F-	A-	B-	F-:A-:B-
CP039589	F-	A-	B-	F-:A-:B-
CP039590	F-	A-	B-	F-:A-:B-
CP039594	F-	A-	B-	F-:A-:B-
CP039597	F-	A-	B-	F-:A-:B-
CP039598	F-	A-	B-	F-:A-:B-
CP039600	F-	A-	B-	F-:A-:B-
CP039601	F-	A-	B-	F-:A-:B-
CP039602	F-	A-	B-	F-:A-:B-
CP039604	F-	A-	B-	F-:A-:B-
CP039605	F-	A-	B-	F-:A-:B-
CP039606	F-	A-	B-	F-:A-:B-
CP039608	F-	A-	B-	F-:A-:B-
CP039609	F-	A-	B-	F-:A-:B-
CP039632	F-	A-	B-	F-:A-:B-
CP039640	F-	A-	B-	F-:A-:B-
CP039641	F-	A-	B-	F-:A-:B-
CP039643	F-	A-	B-	F-:A-:B-
CP039644	F-	A-	B-	F-:A-:B-
CP039651	F-	A-	B-	F-:A-:B-
CP039693	F-	A-	B-	F-:A-:B-
CP039696	F-	A-	B-	F-:A-:B-
CP039698	F-	A-	B-	F-:A-:B-
CP039699	F-	A-	B-	F-:A-:B-
CP039711	F-	A-	B-	F-:A-:B-
CP039714	F-	A-	B-	F-:A-:B-
CP039717	F-	A8	B-	F-:A8:B-
CP039720	F-	A-	B-	F-:A-:B-
CP039722	F-	A-	B-	F-:A-:B-
CP039723	F-	A-	B-	F-:A-:B-
CP039724	F-	A-	B-	F-:A-:B-
CP039725	F-	A-	B-	F-:A-:B-
CP039726	F-	A-	B-	F-:A-:B-
CP039728	F-	A-	B-	F-:A-:B-
CP039754	F-	A-	B-	F-:A-:B-
CP039756	F-	A-	B-	F-:A-:B-
CP039760	F-	A-	B-	F-:A-:B-
CP039853	F-	A-	B-	F-:A-:B-
CP039857	F-	A-	B-	F-:A-:B-
CP039858	F-	A-	B-	F-:A-:B-
CP039859	F-	A-	B-	F-:A-:B-
CP039861	F-	A-	B-	F-:A-:B-
CP039862	F-	A-	B-	F-:A-:B-
CP039863	F-	A-	B-	F-:A-:B-
CP039864	F-	A-	B-	F-:A-:B-
CP039891	F-	A-	B-	F-:A-:B-
CP039892	F-	A-	B-	F-:A-:B-
CP039893	F-	A-	B-	F-:A-:B-
CP039896	F-	A-	B-	F-:A-:B-
CP039900	F-	A-	B-	F-:A-:B-
CP039901	F-	A-	B-	F-:A-:B-
CP039902	F-	A-	B-	F-:A-:B-
CP039905	F-	A-	B-	F-:A-:B-
CP039906	F-	A-	B-	F-:A-:B-
CP039912	F-	A-	B-	F-:A-:B-
CP039913	F-	A-	B-	F-:A-:B-
CP039914	F-	A-	B-	F-:A-:B-
CP039915	F-	A-	B-	F-:A-:B-
CP039918	F-	A-	B-	F-:A-:B-
CP039919	F-	A-	B-	F-:A-:B-
CP039920	F-	A-	B-	F-:A-:B-
CP039921	F-	A-	B-	F-:A-:B-
CP039925	F-	A-	B-	F-:A-:B-
CP039926	F-	A-	B-	F-:A-:B-
CP039927	F-	A-	B-	F-:A-:B-
CP039931	F-	A-	B-	F-:A-:B-
CP039932	F-	A-	B-	F-:A-:B-
CP039933	F-	A-	B-	F-:A-:B-
CP039966	F-	A-	B-	F-:A-:B-
CP039967	F-	A-	B-	F-:A-:B-
CP039970	F-	A-	B-	F-:A-:B-
CP039972	F-	A-	B-	F-:A-:B-
CP039973	F-	A-	B-	F-:A-:B-
CP039976	F-	A-	B-	F-:A-:B-
CP039977	F-	A-	B-	F-:A-:B-
CP039978	F-	A-	B-	F-:A-:B-
CP039979	F-	A-	B-	F-:A-:B-
CP039980	F-	A-	B-	F-:A-:B-
CP039994	F-	A-	B-	F-:A-:B-
CP039995	F-	A-	B-	F-:A-:B-
CP039996	F-	A-	B-	F-:A-:B-
CP040043	F-	A-	B-	F-:A-:B-
CP040044	F-	A-	B-	F-:A-:B-
CP040045	F-	A-	B-	F-:A-:B-
CP040046	F-	A-	B-	F-:A-:B-
CP040049	F-	A-	B-	F-:A-:B-
CP040051	F-	A-	B-	F-:A-:B-
CP040052	F-	A-	B-	F-:A-:B-
CP040054	F-	A-	B-	F-:A-:B-
CP040055	F-	A-	B-	F-:A-:B-
CP040057	F-	A-	B-	F-:A-:B-
CP040060	F-	A-	B-	F-:A-:B-
CP040068	F-	A-	B-	F-:A-:B-
CP040069	F-	A-	B-	F-:A-:B-
CP040071	F-	A-	B-	F-:A-:B-
CP040072	F-	A-	B-	F-:A-:B-
CP040073	F-	A-	B-	F-:A-:B-
CP040081	F-	A-	B-	F-:A-:B-
CP040082	F-	A-	B-	F-:A-:B-
CP040083	F-	A-	B-	F-:A-:B-
CP040085	F-	A-	B-	F-:A-:B-
CP040086	F-	A-	B-	F-:A-:B-
CP040088	F-	A-	B-	F-:A-:B-
CP040097	F-	A-	B-	F-:A-:B-
CP040126	F-	A-	B-	F-:A-:B-
CP040177	F-	A-	B-	F-:A-:B-
CP040178	F-	A-	B-	F-:A-:B-
CP040237	F-	A-	B-	F-:A-:B-
CP040238	F-	A-	B-	F-:A-:B-
CP040240	F-	A-	B-	F-:A-:B-
CP040241	F-	A-	B-	F-:A-:B-
CP040242	F-	A-	B-	F-:A-:B-
CP040245	F-	A-	B-	F-:A-:B-
CP040246	F-	A-	B-	F-:A-:B-
CP040248	F-	A-	B-	F-:A-:B-
CP040249	F-	A-	B-	F-:A-:B-
CP040251	F-	A-	B-	F-:A-:B-
CP040252	F-	A-	B-	F-:A-:B-
CP040253	F-	A-	B-	F-:A-:B-
CP040254	F-	A-	B-	F-:A-:B-
CP040258	F-	A-	B-	F-:A-:B-
CP040260	F-	A-	B-	F-:A-:B-
CP040261	F-	A-	B-	F-:A-:B-
CP040262	F-	A-	B-	F-:A-:B-
CP040264	F-	A-	B-	F-:A-:B-
CP040266	F-	A-	B-	F-:A-:B-
CP040267	F-	A-	B-	F-:A-:B-
CP040268	F-	A-	B-	F-:A-:B-
CP040270	F-	A-	B-	F-:A-:B-
CP040271	F-	A-	B-	F-:A-:B-
CP040320	F-	A-	B-	F-:A-:B-
CP040323	F-	A-	B-	F-:A-:B-
CP040356	F-	A-	B-	F-:A-:B-
CP040357	F-	A-	B-	F-:A-:B-
CP040358	F-	A-	B-	F-:A-:B-
CP040359	F-	A-	B-	F-:A-:B-
CP040361	F-	A-	B-	F-:A-:B-
CP040362	F-	A13	B-	F-:A13:B-
CP040364	F-	A-	B-	F-:A-:B-
CP040365	F-	A-	B-	F-:A-:B-
CP040366	F-	A-	B-	F-:A-:B-
CP040369	F-	A-	B-	F-:A-:B-
CP040370	F-	A-	B-	F-:A-:B-
CP040371	F-	A-	B-	F-:A-:B-
CP040375	F-	A-	B-	F-:A-:B-
CP040376	F-	A-	B-	F-:A-:B-
CP040377	F-	A-	B-	F-:A-:B-
CP040382	F-	A-	B-	F-:A-:B-
CP040384	F-	A-	B-	F-:A-:B-
CP040385	F-	A-	B-	F-:A-:B-
CP040386	F-	A-	B-	F-:A-:B-
CP040393	F-	A-	B-	F-:A-:B-
CP040399	F-	A-	B-	F-:A-:B-
CP040426	F-	A-	B-	F-:A-:B-
CP040427	F-	A-	B-	F-:A-:B-
CP040455	F-	A-	B-	F-:A-:B-
CP040457	F-	A-	B-	F-:A-:B-
CP040459	F-	A-	B-	F-:A-:B-
CP040462	F-	A-	B-	F-:A-:B-
CP040465	F-	A-	B-	F-:A-:B-
CP040467	F-	A-	B-	F-:A-:B-
CP040501	F-	A-	B-	F-:A-:B-
CP040502	F-	A-	B-	F-:A-:B-
CP040513	F-	A-	B-	F-:A-:B-
CP040534	F-	A-	B-	F-:A-:B-
CP040536	F-	A-	B-	F-:A-:B-
CP040537	F-	A-	B-	F-:A-:B-
CP040538	F-	A-	B-	F-:A-:B-
CP040540	F-	A-	B-	F-:A-:B-
CP040542	F-	A-	B-	F-:A-:B-
CP040543	F-	A-	B-	F-:A-:B-
CP040544	F-	A-	B-	F-:A-:B-
CP040546	F-	A-	B-	F-:A-:B-
CP040548	F-	A-	B-	F-:A-:B-
CP040549	F-	A-	B-	F-:A-:B-
CP040550	F-	A-	B-	F-:A-:B-
CP040561	F-	A-	B-	F-:A-:B-
CP040563	F-	A-	B-	F-:A-:B-
CP040567	F-	A-	B-	F-:A-:B-
CP040574	F-	A-	B-	F-:A-:B-
CP040594	F-	A-	B-	F-:A-:B-
CP040595	F-	A-	B-	F-:A-:B-
CP040596	F-	A-	B-	F-:A-:B-
CP040597	F-	A-	B-	F-:A-:B-
CP040599	F-	A-	B-	F-:A-:B-
CP040620	F-	A-	B-	F-:A-:B-
CP040621	F-	A-	B-	F-:A-:B-
CP040624	F-	A-	B-	F-:A-:B-
CP040649	F-	A-	B-	F-:A-:B-
CP040650	F-	A-	B-	F-:A-:B-
CP040653	F-	A-	B-	F-:A-:B-
CP040666	F-	A-	B-	F-:A-:B-
CP040669	F-	A-	B17	F-:A-:B17
CP040670	F-	A-	B-	F-:A-:B-
CP040673	F-	A-	B-	F-:A-:B-
CP040674	F-	A-	B-	F-:A-:B-
CP040675	F-	A-	B-	F-:A-:B-
CP040685	F-	A-	B-	F-:A-:B-
CP040696	F-	A-	B-	F-:A-:B-
CP040697	F-	A13	B-	F-:A13:B-
CP040703	F-	A-	B-	F-:A-:B-
CP040704	F-	A-	B-	F-:A-:B-
CP040705	F-	A-	B-	F-:A-:B-
CP040707	F-	A-	B-	F-:A-:B-
CP040708	F-	A-	B-	F-:A-:B-
CP040720	F-	A-	B-	F-:A-:B-
CP040721	F-	A-	B-	F-:A-:B-
CP040722	F-	A-	B-	F-:A-:B-
CP040723	F-	A-	B-	F-:A-:B-
CP040725	F-	A-	B-	F-:A-:B-
CP040726	F-	A-	B-	F-:A-:B-
CP040727	F-	A-	B-	F-:A-:B-
CP040728	F-	A-	B-	F-:A-:B-
